,Type,SampleID,SiteID,Date,Code,Taxon,Abundance,Alkalinity
1842,L,1889976,233796,14/09/2011,TA002A,Tabellaria fenestrata,5,3
1843,L,1889976,233796,14/09/2011,CM004A,Cymbella microcephala,1,3
1844,L,1889976,233796,14/09/2011,EU034A,Eunotia parallela,1,3
1845,L,1889976,233796,14/09/2011,DE001A,Denticula tenuis,1,3
1846,L,1889976,233796,14/09/2011,FR009A,Fragilaria capucina,2,3
1847,L,1889976,233796,14/09/2011,EU002A,Eunotia pectinalis,19,3
1848,L,1889976,233796,14/09/2011,TA001A,Tabellaria flocculosa,35,3
1849,L,1889976,233796,14/09/2011,SR001A,Staurosira construens,3,3
1850,L,1889976,233796,14/09/2011,EY017A,Encyonema gracile,2,3
1851,L,1889976,233796,14/09/2011,NI186A,Nitzschia valdestriata,5,3
1852,L,1889976,233796,14/09/2011,DT004A,Diatoma tenue,11,3
1853,L,1889976,233796,14/09/2011,BR010A,Brachysira neoexilis,15,3
1854,L,1889976,233796,14/09/2011,FR064A,Fragilaria exigua,12,3
1855,L,1889976,233796,14/09/2011,AC035A,Achnanthes pusilla,1,3
1856,L,1889976,233796,14/09/2011,NI015A,Nitzschia dissipata,1,3
1857,L,1889976,233796,14/09/2011,FR007A,Fragilaria vaucheriae,7,3
1858,L,1889976,233796,14/09/2011,CM022A,Cymbella affinis,2,3
1859,L,1889976,233796,14/09/2011,SY013A,Synedra tenera,18,3
1860,L,1889976,233796,14/09/2011,TE003A,Tetracyclus emarginatus,1,3
1861,L,1889976,233796,14/09/2011,GO023A,Gomphonema truncatum,1,3
1862,L,1889976,233796,14/09/2011,GO9999,Gomphonema sp.,4,3
1863,L,1889976,233796,14/09/2011,ZZZ835,Achnanthidium minutissimum type,120,3
1864,L,1889976,233796,14/09/2011,AC034A,Achnanthes suchlandtii,3,3
1865,L,1889976,233796,14/09/2011,EU002A,Eunotia pectinalis,11,3
1866,L,1889977,302233,14/09/2011,EY017A,Encyonema gracile,3,7
1867,L,1889977,302233,14/09/2011,TA001A,Tabellaria flocculosa,10,7
1868,L,1889977,302233,14/09/2011,NI005A,Nitzschia perminuta,1,7
1869,L,1889977,302233,14/09/2011,RH001A,Rhopalodia gibba,2,7
1870,L,1889977,302233,14/09/2011,EU002A,Eunotia pectinalis,2,7
1871,L,1889977,302233,14/09/2011,CM004A,Cymbella microcephala,15,7
1872,L,1889977,302233,14/09/2011,CM013A,Cymbella helvetica,3,7
1873,L,1889977,302233,14/09/2011,ZZZ949,Psammothidium subatomoides,2,7
1874,L,1889977,302233,14/09/2011,DT004A,Diatoma tenue,2,7
1875,L,1889977,302233,14/09/2011,ZZZ835,Achnanthidium minutissimum type,175,7
1876,L,1889977,302233,14/09/2011,EU047A,Eunotia incisa,3,7
1877,L,1889977,302233,14/09/2011,CM022A,Cymbella affinis,3,7
1878,L,1889977,302233,14/09/2011,BR010A,Brachysira neoexilis,28,7
1879,L,1889977,302233,14/09/2011,SY013A,Synedra tenera,21,7
1880,L,1889977,302233,14/09/2011,GO9999,Gomphonema sp.,1,7
1881,L,1889977,302233,14/09/2011,FR007A,Fragilaria vaucheriae,28,7
1882,L,1889977,302233,14/09/2011,FR009A,Fragilaria capucina,12,7
1883,L,1889977,302233,14/09/2011,EP001A,Epithemia sorex,7,7
1884,L,1889977,302233,14/09/2011,GO023A,Gomphonema truncatum,1,7
1885,L,1889977,302233,14/09/2011,DE001A,Denticula tenuis,3,7
1886,L,1889977,302233,14/09/2011,FR064A,Fragilaria exigua,1,7
1887,L,1889977,302233,14/09/2011,AC035A,Achnanthes pusilla,1,7
1888,L,1889977,302233,14/09/2011,ZZZ842,Fragilaria perminuta,2,7
1889,L,1889977,302233,14/09/2011,SY009A,Synedra nana,16,7
1890,L,1890041,200313,20/09/2011,AC151A,Achnanthes abundans,4,7
1891,L,1890041,200313,20/09/2011,SY013A,Synedra tenera,49,7
1892,L,1890041,200313,20/09/2011,CM070A,Cymbella caespitosa,1,7
1893,L,1890041,200313,20/09/2011,GO006A,Gomphonema acuminatum,4,7
1894,L,1890041,200313,20/09/2011,FR064A,Fragilaria exigua,20,7
1895,L,1890041,200313,20/09/2011,NI020A,Nitzschia angustata,1,7
1896,L,1890041,200313,20/09/2011,PS001A,Pseudostaurosira brevistriata,6,7
1897,L,1890041,200313,20/09/2011,NA751A,Navicula cryptotenella,1,7
1898,L,1890041,200313,20/09/2011,NI033A,Nitzschia paleacea,1,7
1899,L,1890041,200313,20/09/2011,AC035A,Achnanthes pusilla,2,7
1900,L,1890041,200313,20/09/2011,NA003A,Navicula radiosa,1,7
1901,L,1890041,200313,20/09/2011,FR009I,Fragilaria capucina var. austriaca,15,7
1902,L,1890041,200313,20/09/2011,FR007A,Fragilaria vaucheriae,15,7
1903,L,1890041,200313,20/09/2011,AC9999,Achnanthes sp.,1,7
1904,L,1890041,200313,20/09/2011,ZZZ949,Psammothidium subatomoides,5,7
1905,L,1890041,200313,20/09/2011,DE001A,Denticula tenuis,1,7
1906,L,1890041,200313,20/09/2011,BR010A,Brachysira neoexilis,35,7
1907,L,1890041,200313,20/09/2011,ZZZ835,Achnanthidium minutissimum type,100,7
1908,L,1890041,200313,20/09/2011,EP007A,Epithemia adnata,2,7
1909,L,1890041,200313,20/09/2011,TA001A,Tabellaria flocculosa,48,7
1910,L,1890041,200313,20/09/2011,GO050A,Gomphonema minutum,8,7
1911,L,1890041,200313,20/09/2011,NA9999,Navicula sp.,1,7
1912,L,1890041,200313,20/09/2011,CM004A,Cymbella microcephala,4,7
1913,L,1890041,200313,20/09/2011,GO9999,Gomphonema sp.,2,7
1914,L,1890041,200313,20/09/2011,EU047A,Eunotia incisa,1,7
1915,L,1890044,204046,05/10/2011,CM006A,Cymbella cistula,2,77
1916,L,1890044,204046,05/10/2011,GO9999,Gomphonema sp.,8,77
1917,L,1890044,204046,05/10/2011,FR9999,Fragilaria sp.,5,77
1918,L,1890044,204046,05/10/2011,AM9999,Amphora sp.,1,77
1919,L,1890044,204046,05/10/2011,DT022A,Diatoma moniliformis,3,77
1920,L,1890044,204046,05/10/2011,NI033A,Nitzschia paleacea,26,77
1921,L,1890044,204046,05/10/2011,FR009J,Fragilaria capucina var. perminuta,28,77
1922,L,1890044,204046,05/10/2011,CO005A,Cocconeis pediculus,5,77
1923,L,1890044,204046,05/10/2011,SY013A,Synedra tenera,20,77
1924,L,1890044,204046,05/10/2011,NI198A,Nitzschia lacuum,8,77
1925,L,1890044,204046,05/10/2011,NA054A,Navicula veneta,1,77
1926,L,1890044,204046,05/10/2011,CM013A,Cymbella helvetica,5,77
1927,L,1890044,204046,05/10/2011,SR002A,Staurosira elliptica,4,77
1928,L,1890044,204046,05/10/2011,CM004A,Cymbella microcephala,40,77
1929,L,1890044,204046,05/10/2011,NA768A,Navicula reichardtiana,2,77
1930,L,1890044,204046,05/10/2011,CM005A,Cymbella aspera,1,77
1931,L,1890044,204046,05/10/2011,NI002A,Nitzschia fonticola,8,77
1932,L,1890044,204046,05/10/2011,RH001A,Rhopalodia gibba,7,77
1933,L,1890044,204046,05/10/2011,FR007A,Fragilaria vaucheriae,10,77
1934,L,1890044,204046,05/10/2011,CM070A,Cymbella caespitosa,11,77
1935,L,1890044,204046,05/10/2011,GO001A,Gomphonema olivaceum,2,77
1936,L,1890044,204046,05/10/2011,NI171A,Nitzschia subacicularis,2,77
1937,L,1890044,204046,05/10/2011,SY001A,Synedra ulna,4,77
1938,L,1890044,204046,05/10/2011,SY004B,Synedra parasitica var. subconstricta,15,77
1939,L,1890044,204046,05/10/2011,ZZZ835,Achnanthidium minutissimum type,52,77
1940,L,1890044,204046,05/10/2011,FR009A,Fragilaria capucina,16,77
1941,L,1890044,204046,05/10/2011,NI186A,Nitzschia valdestriata,2,77
1942,L,1890044,204046,05/10/2011,EY011A,Encyonema minutum,1,77
1943,L,1890044,204046,05/10/2011,ZZZ987,Naviculoid (small undiff),11,77
1944,L,1890044,204046,05/10/2011,NI028A,Nitzschia capitellata,1,77
1945,L,1890044,204046,05/10/2011,MT001A,Martyana martyi,1,77
1946,L,1890044,204046,05/10/2011,NI052A,Nitzschia heufleriana,1,77
1947,L,1890054,459082,05/10/2011,ZZZ987,Naviculoid (small undiff),11,142
1948,L,1890054,459082,05/10/2011,AM011A,Amphora libyca,3,142
1949,L,1890054,459082,05/10/2011,FR045E,Fragilaria parasitica var. subconstricta,1,142
1950,L,1890054,459082,05/10/2011,FR9999,Fragilaria sp.,16,142
1951,L,1890054,459082,05/10/2011,AM012A,Amphora pediculus,6,142
1952,L,1890054,459082,05/10/2011,RC002A,Rhoicosphenia abbreviata,2,142
1953,L,1890054,459082,05/10/2011,CM013A,Cymbella helvetica,5,142
1954,L,1890054,459082,05/10/2011,DT022A,Diatoma moniliformis,1,142
1955,L,1890054,459082,05/10/2011,NI198A,Nitzschia lacuum,14,142
1956,L,1890054,459082,05/10/2011,CM004A,Cymbella microcephala,48,142
1957,L,1890054,459082,05/10/2011,FR082A,Fragilaria incognita,10,142
1958,L,1890054,459082,05/10/2011,FR009A,Fragilaria capucina,10,142
1959,L,1890054,459082,05/10/2011,NA751A,Navicula cryptotenella,1,142
1960,L,1890054,459082,05/10/2011,GO9999,Gomphonema sp.,4,142
1961,L,1890054,459082,05/10/2011,ZZZ842,Fragilaria perminuta,31,142
1962,L,1890054,459082,05/10/2011,ZZZ835,Achnanthidium minutissimum type,100,142
1963,L,1890054,459082,05/10/2011,YH001A,Ctenophora pulchella,5,142
1964,L,1890054,459082,05/10/2011,CO005A,Cocconeis pediculus,1,142
1965,L,1890054,459082,05/10/2011,NA095A,Navicula tripunctata,1,142
1966,L,1890054,459082,05/10/2011,SY013A,Synedra tenera,10,142
1967,L,1890054,459082,05/10/2011,CO001A,Cocconeis placentula,6,142
1968,L,1890054,459082,05/10/2011,EY011A,Encyonema minutum,1,142
1969,L,1890054,459082,05/10/2011,ZZZ941,Diatoma problematica,2,142
1970,L,1890054,459082,05/10/2011,DT004A,Diatoma tenue,37,142
1971,L,1890054,459082,05/10/2011,NI033A,Nitzschia paleacea,2,142
1972,L,1890054,459082,05/10/2011,NI015A,Nitzschia dissipata,2,142
1973,L,1891116,301817,06/09/2011,AN004A,Anomoeoneis vitrea,21,7
1974,L,1891116,301817,06/09/2011,DE001A,Denticula tenuis,2,7
1975,L,1891116,301817,06/09/2011,FR9999,Fragilaria sp.,12,7
1976,L,1891116,301817,06/09/2011,AC9999,Achnanthes sp.,3,7
1977,L,1891116,301817,06/09/2011,AC083A,Achnanthes laevis,1,7
1978,L,1891116,301817,06/09/2011,EY9999,Encyonema sp.,2,7
1979,L,1891116,301817,06/09/2011,ZZZ835,Achnanthidium minutissimum type,100,7
1980,L,1891116,301817,06/09/2011,ZZZ949,Psammothidium subatomoides,4,7
1981,L,1891116,301817,06/09/2011,FR009K,Fragilaria capucina var. capitellata,5,7
1982,L,1891116,301817,06/09/2011,CM022A,Cymbella affinis,9,7
1983,L,1891116,301817,06/09/2011,FR064A,Fragilaria exigua,8,7
1984,L,1891116,301817,06/09/2011,NA013A,Navicula pseudoscutiformis,1,7
1985,L,1891116,301817,06/09/2011,CM013A,Cymbella helvetica,2,7
1986,L,1891116,301817,06/09/2011,ZZZ835,Achnanthidium minutissimum type,41,7
1987,L,1891116,301817,06/09/2011,ZZZ959,Achnanthidium minutissimum,61,7
1988,L,1891116,301817,06/09/2011,AC161A,Achnanthes ventralis,4,7
1989,L,1891116,301817,06/09/2011,TA001A,Tabellaria flocculosa,14,7
1990,L,1891116,301817,06/09/2011,GO9999,Gomphonema sp.,11,7
1991,L,1891116,301817,06/09/2011,DT022A,Diatoma moniliformis,1,7
1992,L,1891116,301817,06/09/2011,CM004A,Cymbella microcephala,4,7
1993,L,1891116,301817,06/09/2011,FR9999,Fragilaria sp.,2,7
1994,L,1891116,301817,06/09/2011,ZZZ835,Achnanthidium minutissimum type,18,7
1995,L,1891116,301817,06/09/2011,ZZZ855,Psammothidium levanderi,18,7
1996,L,1891116,301817,06/09/2011,EU110A,Eunotia minor,1,7
1997,L,1891116,301817,06/09/2011,ZZZ843,Fragilaria nanana,2,7
1998,L,1891116,301817,06/09/2011,FR9999,Fragilaria sp.,8,7
1999,L,1891116,301817,06/09/2011,EU047A,Eunotia incisa,1,7
2000,L,1891116,301817,06/09/2011,FR060A,Fragilaria tenera,3,7
2001,L,1891117,301820,06/09/2011,GO9999,Gomphonema sp.,3,3
2002,L,1891117,301820,06/09/2011,GO074A,Gomphonema hebridense,5,3
2003,L,1891117,301820,06/09/2011,ZZZ843,Fragilaria nanana,5,3
2004,L,1891117,301820,06/09/2011,CM049A,Cymbella falaisensis,12,3
2005,L,1891117,301820,06/09/2011,FR064A,Fragilaria exigua,34,3
2006,L,1891117,301820,06/09/2011,NI005A,Nitzschia perminuta,7,3
2007,L,1891117,301820,06/09/2011,ZZZ855,Psammothidium levanderi,5,3
2008,L,1891117,301820,06/09/2011,EU047A,Eunotia incisa,1,3
2009,L,1891117,301820,06/09/2011,ZZZ835,Achnanthidium minutissimum type,23,3
2010,L,1891117,301820,06/09/2011,FR9999,Fragilaria sp.,2,3
2011,L,1891117,301820,06/09/2011,NA013A,Navicula pseudoscutiformis,1,3
2012,L,1891117,301820,06/09/2011,NA003A,Navicula radiosa,1,3
2013,L,1891117,301820,06/09/2011,ZZZ835,Achnanthidium minutissimum type,65,3
2014,L,1891117,301820,06/09/2011,ZZZ835,Achnanthidium minutissimum type,17,3
2015,L,1891117,301820,06/09/2011,ZZZ835,Achnanthidium minutissimum type,35,3
2016,L,1891117,301820,06/09/2011,EU107A,Eunotia implicata,1,3
2017,L,1891117,301820,06/09/2011,CM018A,Cymbella gracilis,3,3
2018,L,1891117,301820,06/09/2011,CO001A,Cocconeis placentula,2,3
2019,L,1891117,301820,06/09/2011,EU9999,Eunotia sp.,8,3
2020,L,1891117,301820,06/09/2011,ZZZ854,Psammothidium marginulatum,3,3
2021,L,1891117,301820,06/09/2011,CM004A,Cymbella microcephala,1,3
2022,L,1891117,301820,06/09/2011,TA001A,Tabellaria flocculosa,24,3
2023,L,1891117,301820,06/09/2011,AN004A,Anomoeoneis vitrea,87,3
2024,L,1893428,103733,25/11/2011,TA001A,Tabellaria flocculosa,69,1
2025,L,1893428,103733,25/11/2011,CM004A,Cymbella microcephala,3,1
2026,L,1893428,103733,25/11/2011,SY013A,Synedra tenera,35,1
2027,L,1893428,103733,25/11/2011,AC163A,Achnanthes helvetica,1,1
2028,L,1893428,103733,25/11/2011,NI009A,Nitzschia palea,2,1
2029,L,1893428,103733,25/11/2011,FR009H,Fragilaria capucina var. gracilis,3,1
2030,L,1893428,103733,25/11/2011,BR001A,Brachysira vitrea,69,1
2031,L,1893428,103733,25/11/2011,FR009A,Fragilaria capucina,28,1
2032,L,1893428,103733,25/11/2011,NI002A,Nitzschia fonticola,1,1
2033,L,1893428,103733,25/11/2011,EU112A,Eunotia arculus,1,1
2034,L,1893428,103733,25/11/2011,UN9995,Centric undif.,24,1
2035,L,1893428,103733,25/11/2011,EU009A,Eunotia exigua,1,1
2036,L,1893428,103733,25/11/2011,NA751A,Navicula cryptotenella,1,1
2037,L,1893428,103733,25/11/2011,GO004A,Gomphonema gracile,1,1
2038,L,1893428,103733,25/11/2011,FU027A,Frustulia saxonica,1,1
2039,L,1893428,103733,25/11/2011,SY009A,Synedra nana,3,1
2040,L,1893428,103733,25/11/2011,ZZZ835,Achnanthidium minutissimum type,113,1
2041,L,1893428,103733,25/11/2011,NI005A,Nitzschia perminuta,3,1
2042,L,1893429,103734,25/11/2011,FR009H,Fragilaria capucina var. gracilis,46,11
2043,L,1893429,103734,25/11/2011,AC143A,Achnanthes oblongella,2,11
2044,L,1893429,103734,25/11/2011,DE001A,Denticula tenuis,7,11
2045,L,1893429,103734,25/11/2011,AS001A,Asterionella formosa,1,11
2046,L,1893429,103734,25/11/2011,EU110A,Eunotia minor,1,11
2047,L,1893429,103734,25/11/2011,FR007A,Fragilaria vaucheriae,4,11
2048,L,1893429,103734,25/11/2011,FR060A,Fragilaria tenera,10,11
2049,L,1893429,103734,25/11/2011,GO9999,Gomphonema sp.,2,11
2050,L,1893429,103734,25/11/2011,NI166A,Nitzschia sociabilis,2,11
2051,L,1893429,103734,25/11/2011,GO073A,Gomphonema angustum,13,11
2052,L,1893429,103734,25/11/2011,NI044A,Nitzschia intermedia,4,11
2053,L,1893429,103734,25/11/2011,EY017A,Encyonema gracile,2,11
2054,L,1893429,103734,25/11/2011,BR011A,Brachysira procera,19,11
2055,L,1893429,103734,25/11/2011,EY016A,Encyonema silesiacum,2,11
2056,L,1893429,103734,25/11/2011,NI9999,Nitzschia sp.,1,11
2057,L,1893429,103734,25/11/2011,GO013C,Gomphonema parvulum var. exilissimum,3,11
2058,L,1893429,103734,25/11/2011,ZZZ941,Diatoma problematica,5,11
2059,L,1893429,103734,25/11/2011,NA771A,Navicula cryptotenelloides,1,11
2060,L,1893429,103734,25/11/2011,UN9995,Centric undif.,3,11
2061,L,1893429,103734,25/11/2011,EU9999,Eunotia sp.,2,11
2062,L,1893429,103734,25/11/2011,TA001A,Tabellaria flocculosa,22,11
2063,L,1893429,103734,25/11/2011,ZZZ835,Achnanthidium minutissimum type,100,11
2064,L,1893429,103734,25/11/2011,FR009A,Fragilaria capucina,13,11
2065,L,1893429,103734,25/11/2011,NA003A,Navicula radiosa,1,11
2066,L,1893430,103784,14/09/2011,ZZZ835,Achnanthidium minutissimum type,26,18
2067,L,1893430,103784,14/09/2011,CY9999,Cyclotella sp.,4,18
2068,L,1893430,103784,14/09/2011,CO001B,Cocconeis placentula var. euglypta,6,18
2069,L,1893430,103784,14/09/2011,ZZZ959,Achnanthidium minutissimum,24,18
2070,L,1893430,103784,14/09/2011,FR9999,Fragilaria sp.,4,18
2071,L,1893430,103784,14/09/2011,CM018A,Cymbella gracilis,1,18
2072,L,1893430,103784,14/09/2011,ZZZ855,Psammothidium levanderi,2,18
2073,L,1893430,103784,14/09/2011,FR9999,Fragilaria sp.,121,18
2074,L,1893430,103784,14/09/2011,ZZZ835,Achnanthidium minutissimum type,12,18
2075,L,1893430,103784,14/09/2011,NA003A,Navicula radiosa,2,18
2076,L,1893430,103784,14/09/2011,AN004A,Anomoeoneis vitrea,8,18
2077,L,1893430,103784,14/09/2011,NI005A,Nitzschia perminuta,3,18
2078,L,1893430,103784,14/09/2011,CM004A,Cymbella microcephala,1,18
2079,L,1893430,103784,14/09/2011,GO086A,Gomphonema lateripunctatum,71,18
2080,L,1893430,103784,14/09/2011,GO9999,Gomphonema sp.,17,18
2081,L,1893430,103784,14/09/2011,GO004A,Gomphonema gracile,2,18
2082,L,1893430,103784,14/09/2011,SR002A,Staurosira elliptica,2,18
2083,L,1893430,103784,14/09/2011,GO074A,Gomphonema hebridense,2,18
2084,L,1893430,103784,14/09/2011,NA745A,Navicula capitatoradiata,3,18
2085,L,1893430,103784,14/09/2011,SS002A,Staurosirella pinnata,1,18
2086,L,1893430,103784,14/09/2011,PS001A,Pseudostaurosira brevistriata,47,18
2087,L,1893430,103784,14/09/2011,NI198A,Nitzschia lacuum,6,18
2088,L,1893430,103784,14/09/2011,CM006A,Cymbella cistula,1,18
2089,L,1893430,103784,14/09/2011,RC002A,Rhoicosphenia abbreviata,5,18
2090,L,1893430,103784,14/09/2011,GO080A,Gomphonema pumilum,3,18
2091,L,1893430,103784,14/09/2011,SR001A,Staurosira construens,8,18
2092,L,1893430,103784,14/09/2011,GO9999,Gomphonema sp.,2,18
2093,L,1893430,103784,14/09/2011,NA013A,Navicula pseudoscutiformis,1,18
2094,L,1896159,113117,28/09/2011,ZZZ835,Achnanthidium minutissimum type,2,1
2095,L,1896159,113117,28/09/2011,FU027A,Frustulia saxonica,8,1
2096,L,1896159,113117,28/09/2011,AS001A,Asterionella formosa,22,1
2097,L,1896159,113117,28/09/2011,BR006A,Brachysira brebissonii,3,1
2098,L,1896159,113117,28/09/2011,AC141A,Achnanthes bioretii,13,1
2099,L,1896159,113117,28/09/2011,EU9999,Eunotia sp.,3,1
2100,L,1896159,113117,28/09/2011,PE002A,Peronia fibula,12,1
2101,L,1896159,113117,28/09/2011,FR009A,Fragilaria capucina,2,1
2102,L,1896159,113117,28/09/2011,EU018A,Eunotia formica,15,1
2103,L,1896159,113117,28/09/2011,RC002A,Rhoicosphenia abbreviata,2,1
2104,L,1896159,113117,28/09/2011,EU047A,Eunotia incisa,5,1
2105,L,1896159,113117,28/09/2011,EU110A,Eunotia minor,85,1
2106,L,1896159,113117,28/09/2011,TA001A,Tabellaria flocculosa,129,1
2107,L,1896159,113117,28/09/2011,CM9999,Cymbella sp.,1,1
2108,L,1896159,113117,28/09/2011,EU070A,Eunotia bilunaris,5,1
2109,L,1896159,113117,28/09/2011,EY9999,Encyonema sp.,1,1
2110,L,1896159,113117,28/09/2011,PI9999,Pinnularia sp.,2,1
2111,L,1896159,113117,28/09/2011,EU009A,Eunotia exigua,15,1
2112,L,1896159,113117,28/09/2011,EU020A,Eunotia meisteri,1,1
2113,L,1896160,300453,28/09/2011,AC9999,Achnanthes sp.,1,1
2114,L,1896160,300453,28/09/2011,EU070A,Eunotia bilunaris,4,1
2115,L,1896160,300453,28/09/2011,AC163A,Achnanthes helvetica,23,1
2116,L,1896160,300453,28/09/2011,ZZZ835,Achnanthidium minutissimum type,11,1
2117,L,1896160,300453,28/09/2011,FU027A,Frustulia saxonica,1,1
2118,L,1896160,300453,28/09/2011,CO001B,Cocconeis placentula var. euglypta,1,1
2119,L,1896160,300453,28/09/2011,BR006A,Brachysira brebissonii,1,1
2120,L,1896160,300453,28/09/2011,FR009A,Fragilaria capucina,1,1
2121,L,1896160,300453,28/09/2011,GO004A,Gomphonema gracile,1,1
2122,L,1896160,300453,28/09/2011,AC001A,Achnanthes lanceolata,1,1
2123,L,1896160,300453,28/09/2011,FR9999,Fragilaria sp.,2,1
2124,L,1896160,300453,28/09/2011,EU018A,Eunotia formica,6,1
2125,L,1896160,300453,28/09/2011,PI9999,Pinnularia sp.,2,1
2126,L,1896160,300453,28/09/2011,FU9999,Frustulia sp.,1,1
2127,L,1896160,300453,28/09/2011,EU009A,Eunotia exigua,4,1
2128,L,1896160,300453,28/09/2011,FR005A,Fragilaria virescens,1,1
2129,L,1896160,300453,28/09/2011,EU9999,Eunotia sp.,41,1
2130,L,1896160,300453,28/09/2011,EU047A,Eunotia incisa,6,1
2131,L,1896160,300453,28/09/2011,NA009A,Navicula lanceolata,1,1
2132,L,1896160,300453,28/09/2011,GO9999,Gomphonema sp.,3,1
2133,L,1896160,300453,28/09/2011,EU020A,Eunotia meisteri,7,1
2134,L,1896160,300453,28/09/2011,EU9999,Eunotia sp.,37,1
2135,L,1896160,300453,28/09/2011,PE002A,Peronia fibula,9,1
2136,L,1896160,300453,28/09/2011,GO050A,Gomphonema minutum,1,1
2137,L,1896160,300453,28/09/2011,TA001A,Tabellaria flocculosa,185,1
2138,L,1897529,132300,28/11/2011,FR007A,Fragilaria vaucheriae,1,7
2139,L,1897529,132300,28/11/2011,NI008A,Nitzschia frustulum,2,7
2140,L,1897529,132300,28/11/2011,AU9999,Aulacoseira sp.,5,7
2141,L,1897529,132300,28/11/2011,FR009H,Fragilaria capucina var. gracilis,16,7
2142,L,1897529,132300,28/11/2011,NA771A,Navicula cryptotenelloides,2,7
2143,L,1897529,132300,28/11/2011,UN9995,Centric undif.,2,7
2144,L,1897529,132300,28/11/2011,EY011A,Encyonema minutum,5,7
2145,L,1897529,132300,28/11/2011,FR009A,Fragilaria capucina,29,7
2146,L,1897529,132300,28/11/2011,FR063A,Fragilaria robusta,3,7
2147,L,1897529,132300,28/11/2011,AC143A,Achnanthes oblongella,1,7
2148,L,1897529,132300,28/11/2011,BR011A,Brachysira procera,1,7
2149,L,1897529,132300,28/11/2011,EY016A,Encyonema silesiacum,4,7
2150,L,1897529,132300,28/11/2011,GO013C,Gomphonema parvulum var. exilissimum,2,7
2151,L,1897529,132300,28/11/2011,SY001A,Synedra ulna,1,7
2152,L,1897529,132300,28/11/2011,EU070A,Eunotia bilunaris,1,7
2153,L,1897529,132300,28/11/2011,NI009A,Nitzschia palea,10,7
2154,L,1897529,132300,28/11/2011,EU013A,Eunotia arcus,1,7
2155,L,1897529,132300,28/11/2011,TA001A,Tabellaria flocculosa,25,7
2156,L,1897529,132300,28/11/2011,ZZZ835,Achnanthidium minutissimum type,169,7
2157,L,1897529,132300,28/11/2011,AC083A,Achnanthes laevis,1,7
2158,L,1897529,132300,28/11/2011,CM9999,Cymbella sp.,1,7
2159,L,1897530,327565,15/11/2011,FR009A,Fragilaria capucina,1,5
2160,L,1897530,327565,15/11/2011,CM013A,Cymbella helvetica,1,5
2161,L,1897530,327565,15/11/2011,CM006A,Cymbella cistula,2,5
2162,L,1897530,327565,15/11/2011,EY016A,Encyonema silesiacum,1,5
2163,L,1897530,327565,15/11/2011,SY009A,Synedra nana,2,5
2164,L,1897530,327565,15/11/2011,EY017A,Encyonema gracile,3,5
2165,L,1897530,327565,15/11/2011,NI015A,Nitzschia dissipata,3,5
2166,L,1897530,327565,15/11/2011,FR009H,Fragilaria capucina var. gracilis,3,5
2167,L,1897530,327565,15/11/2011,DT004A,Diatoma tenue,4,5
2168,L,1897530,327565,15/11/2011,ZZZ835,Achnanthidium minutissimum type,272,5
2169,L,1897530,327565,15/11/2011,GO013C,Gomphonema parvulum var. exilissimum,1,5
2170,L,1897530,327565,15/11/2011,GO052A,Gomphonema olivaceoides,1,5
2171,L,1897530,327565,15/11/2011,CM004A,Cymbella microcephala,5,5
2172,L,1897530,327565,15/11/2011,SY013A,Synedra tenera,12,5
2173,L,1897530,327565,15/11/2011,TA001A,Tabellaria flocculosa,19,5
2174,L,1897530,327565,15/11/2011,GO004A,Gomphonema gracile,1,5
2175,L,1897530,327565,15/11/2011,BR001A,Brachysira vitrea,4,5
2176,L,1899704,103733,04/05/2011,GO013C,Gomphonema parvulum var. exilissimum,3,2
2177,L,1899704,103733,04/05/2011,SY013A,Synedra tenera,2,2
2178,L,1899704,103733,04/05/2011,NA003A,Navicula radiosa,1,2
2179,L,1899704,103733,04/05/2011,BR001A,Brachysira vitrea,7,2
2180,L,1899704,103733,04/05/2011,CM004A,Cymbella microcephala,3,2
2181,L,1899704,103733,04/05/2011,CY9999,Cyclotella sp.,2,2
2182,L,1899704,103733,04/05/2011,CM018A,Cymbella gracilis,8,2
2183,L,1899704,103733,04/05/2011,SY009A,Synedra nana,2,2
2184,L,1899704,103733,04/05/2011,BR011A,Brachysira procera,1,2
2185,L,1899704,103733,04/05/2011,FR009A,Fragilaria capucina,13,2
2186,L,1899704,103733,04/05/2011,TA001A,Tabellaria flocculosa,7,2
2187,L,1899704,103733,04/05/2011,ACHD-02,Achnanthidium pyrenaicum,4,2
2188,L,1899704,103733,04/05/2011,EU070A,Eunotia bilunaris,1,2
2189,L,1899704,103733,04/05/2011,CM022A,Cymbella affinis,4,2
2190,L,1899704,103733,04/05/2011,FR007A,Fragilaria vaucheriae,10,2
2191,L,1899704,103733,04/05/2011,EY011A,Encyonema minutum,1,2
2192,L,1899704,103733,04/05/2011,NA007A,Navicula cryptocephala,2,2
2193,L,1899704,103733,04/05/2011,AC9999,Achnanthes sp.,3,2
2194,L,1899704,103733,04/05/2011,AC022A,Achnanthes marginulata,2,2
2195,L,1899704,103733,04/05/2011,GO004A,Gomphonema gracile,3,2
2196,L,1899704,103733,04/05/2011,FR009A,Fragilaria capucina,10,2
2197,L,1899704,103733,04/05/2011,NI005A,Nitzschia perminuta,2,2
2198,L,1899704,103733,04/05/2011,GO023A,Gomphonema truncatum,1,2
2199,L,1899704,103733,04/05/2011,NA037A,Navicula angusta,1,2
